"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_2.1","profit_per_t.t_2.2","profit_per_t.t_2.3","run","tots"
2.56727067074158e-14,0,37.5441441554161,219.302668022862,430.938350057574,"Ex: Ranging Prices",687.785162235852
-9.55954445531181e-15,0,37.3607214279831,218.822013789604,430.149467962515,"Ex: Ranging Prices",686.332203180102
-1.9057719286882e-14,0,37.1957419123008,218.390335089591,429.440951071807,"Ex: Ranging Prices",685.027028073699
9.50095480098808e-15,0,37.0472895417463,218.002408817904,428.804224531154,"Ex: Ranging Prices",683.853922890804
-9.47555443438803e-15,0,36.9136586888819,217.653610678992,428.23169769684,"Ex: Ranging Prices",682.798967064714
-9.45241297969394e-15,0,36.7933289717395,217.339838871633,427.716638548419,"Ex: Ranging Prices",681.849806391792
0,472.423300652319,1.09881432086191e-15,0,2386.37135226725,"Ex: Low and High Prices",2858.79465291957
0,422.762191294409,0,318.236779077335,2033.67052661963,"Ex: Low and High Prices",2774.66949699137
0,401.85213404093,0,494.311770004397,1816.2683696032,"Ex: Low and High Prices",2712.43227364853
0,389.449034140939,0,580.101693516333,1692.42737632818,"Ex: Low and High Prices",2661.97810398545
