"s_1","s_3","s_4","s_5","s_1.1","s_3.1","s_4.1","s_5.1","t_1","t_2","t_2.1","t_2.2","t_1.1","t_2.3","t_2.1.1","t_2.2.1","c(extract[[i]]$mortality1)","c(extract[[i]]$mortality2)","tot_profit","tot_biomass"
14.4061605262936,37.9192261634517,35.0236215093962,58.641729745548,2.55479002667027,5.00388558725034,7.09308742627007,9.77377459416293,2.4780094702255,1.18346489423614,3.52126844486286,2.36551823117926,92.8581364747964,60.791604998578,174.68046711429,148.266764827725,0.130986557232122,0.178129140149305,8.36479614626762,145.99073794469
13.8221911432504,37.6604270824153,34.8074745952439,58.5691847517344,2.43358727032324,4.96690888805676,7.0432711760709,9.77382702183327,2.45144646221601,1.18677014763252,3.52390478888729,2.37622388157885,90.3158079017258,60.4655631563538,173.419531863092,148.236415042619,0.130986557232122,0.178129140149305,8.35157513268215,144.859277572644
13.2856808088587,37.4228872754216,34.6160481543325,58.502469489946,2.32325955387851,4.93300968741693,6.99898795638889,9.77299155255097,2.42650039881947,1.18999040966291,3.52634366097168,2.38585002476936,87.9974499547184,60.175568033896,172.284245815297,148.193176681802,0.130986557232122,0.178129140149305,8.3386940845605,143.827085728559
12.7912844928403,37.2046245805548,34.4464486060557,58.441699252125,2.22248446551482,4.90189516589325,6.95960162510739,9.77160228811113,2.40304020910765,1.19311883381763,3.52861039693768,2.39452978189634,85.8770289372267,59.9174130998353,171.261268066634,148.142131785181,0.130986557232122,0.178129140149305,8.32618038794167,142.884056931576
12.3344130777496,37.0038756293853,34.296153114583,58.3867589500498,2.13013865055159,4.87330568692044,6.9245566085805,9.76989115702193,2.38094842695338,1.19615125115685,3.53072660355465,2.40237568807671,83.9321989058018,59.6874523871685,170.338777097699,148.086836013002,0.130986557232122,0.178129140149305,8.31405071858474,142.021200771768
11.911105979592,36.8190668591335,34.1629546751101,58.3373906782444,2.04526244086119,4.84701027293879,6.893366018471,9.7680173690604,2.36011935733088,1.1990854985927,3.53271067968736,2.40948369182312,82.1436899009012,59.4825133643912,169.50628369005,148.029752152028,0.130986557232122,0.178129140149305,8.30231372884137,141.23051819208
11.5179285239161,36.6487900538284,34.0449168322189,58.2932538104313,1.96703168412911,4.8228028083772,6.86560182902334,9.76608853452634,2.34045756192168,1.20192091740277,3.53457825924117,2.41593623243822,80.4948121299048,59.299825851082,168.754467689029,147.972562247662,0.130986557232122,0.178129140149305,8.29097205360108,140.504889220395
11.1518886553043,36.4917816039011,33.9403360765147,58.2539657815809,1.89473513097612,4.8004988358738,6.84088671903186,9.76417579379346,2.32187659712124,1.20465797463164,3.53634259749028,2.42180463007412,78.9710514274656,59.1369633995519,168.07503615673,147.916392180366,0.130986557232122,0.178129140149305,8.28002382468563,139.837972117301
10.8103688728542,36.3469048358662,33.8477104022849,58.2191293313278,1.82775614987529,4.77993283956148,6.81888725822382,9.76232464575909,2.30429795260473,1.20729797461907,3.53801491164838,2.42715096048281,77.5597371343102,58.9917945401709,167.460600288528,147.861973145548,0.130986557232122,0.178129140149305,8.26946382473591,139.224113442333
10.4910702511743,36.2131348902507,33.7657128427742,58.1883502950594,1.76555783985726,4.76095593049365,6.79930818176532,9.76056268840808,2.28765015050582,1.20984283759494,3.53960468151616,2.43202954081037,76.249767850978,58.8624419467982,166.904568581686,147.809757679786,0.130986557232122,0.178129140149305,8.25928437283235,138.658268279259
10.1919661247189,36.0895457252855,33.6931690553042,58.1612488303453,1.70767083160894,4.74343386585637,6.78188754896027,9.75890514249565,2.27186797442685,1.21229492883297,3.5411199138914,2.43648811956205,75.0313837568631,58.7472480370653,166.401053984556,147.760002943664,0.130986557232122,0.178129140149305,8.2494760078803,138.135929735654
9.91126355193968,35.9752989024013,33.629038224741,58.1374661167919,1.65368323125598,4.72724534662637,6.76639262418653,9.75735878367023,2.2568918044679,1.21465692635232,3.5425673736501,2.44056883968485,73.8959766310981,58.6447458504297,165.944793034539,147.712830414876,0.130986557232122,0.178129140149305,8.24002801780286,137.653066795874
9.64737108328985,35.8696338720253,33.572396705045,58.116667965421,1.60323228364677,4.71228054862206,6.752616351355,9.75592473216311,2.24266703972932,1.21693171829529,3.54395278421601,2.44430902608565,72.8359305784269,58.5536342883,165.531075269453,147.668268585148,0.130986557232122,0.178129140149305,8.23092885003098,137.206069625781
9.39887166809213,35.7718595281307,33.5224239356664,58.0985463471581,1.55599742446315,4.6984398500733,6.74037431932935,9.75460042281936,2.22914359371777,1.21912232333387,3.54528100014587,2.4477418360131,71.8444878993033,58.4727569821234,165.155681450302,147.62628341275,0.130986557232122,0.178129140149305,8.22216642987675,136.791701479047
