"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","run","tots"
595.671475003861,595.671475003582,0,-2.78375050025225e-14,-2.93248913132695e-12,"50",1191.34295000744
592.954946893202,592.954946892926,0,3.6548378557478e-28,-2.95648981877571e-12,"50",1185.90989378613
590.44609065135,590.446090652439,0,1.02478294960774e-27,-5.89713441688704e-12,"50",1180.89218130378
588.127445057743,588.127445057477,0,0,3.70345365189492e-14,"50",1176.25489011522
585.983235678289,585.98323567802,0,2.73859756357411e-14,-2.94479186726502e-12,"50",1171.96647135631
583.999182225155,583.999182225327,0,0,-2.93484886605793e-12,"50",1167.99836445048
582.162331870906,582.162331871944,0,0,5.81462718628365e-12,"50",1164.32466374286
990.951233538178,990.951233539542,0,7.44122352301946e-27,4.12603452760037e-13,"60",1981.90246707772
958.843013843762,958.843013844338,0,-2.96368085805564e-13,-1.06513820007618e-11,"60",1917.68602768809
930.880372094761,930.880372095977,0,2.87739749410966e-13,-9.17804031516702e-12,"60",1861.76074419073
906.358836336922,906.358836338081,0,-5.60346446719767e-13,-2.34974139659289e-13,"60",1812.717672675
884.725283191578,884.725283189272,0,-1.37643525996789e-26,-4.56687653102788e-12,"60",1769.45056638085
865.538991672041,865.538991673104,-4.0918040589326e-14,1.33735319515423e-26,-4.29132055561741e-12,"60",1731.07798334514
848.444217590975,848.44421759042,0,2.62302708776022e-13,-3.76675095843171e-12,"60",1696.88843518139
833.150478778314,833.150478777773,0,2.57583571105058e-13,-6.94324160488669e-13,"60",1666.30095755609
819.418122395286,819.418122397354,0,-2.533462263149e-13,5.99251290896615e-13,"60",1638.83624479264
807.047585753133,807.047585752634,0,-4.99058185242793e-13,4.67447956087248e-12,"60",1614.09517150577
795.871287744238,795.871287744833,0,0,-2.06381554089544e-13,"60",1591.74257548907
785.747425135596,785.747425135609,0,2.42956575652462e-13,3.64202756765064e-13,"60",1571.49485027121
776.555168897986,776.555168898844,-3.67192098437761e-14,-4.80240302146604e-13,0,"60",1553.11033779683
768.190903685628,768.190903685178,0,-4.75078441467459e-13,-3.88800963178751e-12,"60",1536.3818073708
760.565254202188,760.565254201754,0,-2.35186199121442e-13,4.80028246707502e-12,"60",1521.13050840395
753.600711982433,753.600711983249,-3.56360704995702e-14,-2.33037174343143e-13,-7.35625454093822e-12,"60",1507.20142396567
747.229725098707,747.229725098265,3.53354462425365e-14,0,3.89964182861101e-12,"60",1494.45945019698
